#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Propionibacterium"	281.0	54.0	71.0	41.0	604.0	0.0	16.0	18.0	29.0	240.0	412.0
"Pseudopropionibacterium"	0.0	0.0	0.0	27.0	264.0	0.0	80.0	415.0	0.0	53.0	86.0
"Tessaracoccus"	0.0	45.0	48.0	9.0	372.0	0.0	0.0	0.0	0.0	33.0	0.0
"Actinoalloteichus"	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinokineospora"	0.0	0.0	0.0	26.0	0.0	0.0	16.0	0.0	0.0	0.0	73.0
"Actinomycetospora"	786.0	28.0	86.0	11.0	163.0	0.0	42.0	0.0	0.0	112.0	1585.0
"Allokutzneria"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Amycolatopsis"	161.0	111.0	50.0	119.0	264.0	0.0	96.0	27.0	125.0	121.0	253.0
"Kutzneria"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lentzea"	0.0	21.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Prauserella"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Pseudonocardia"	592.0	173.0	90.0	125.0	1036.0	0.0	139.0	16.0	38.0	476.0	951.0
"Saccharomonospora"	60.0	28.0	16.0	19.0	0.0	0.0	0.0	6.0	0.0	0.0	100.0
"Saccharopolyspora"	226.0	82.0	16.0	20.0	235.0	0.0	17.0	0.0	0.0	126.0	527.0
"Thermocrispum"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Yuhushiella"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sporichthya"	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kitasatospora"	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
"Streptacidiphilus"	0.0	28.0	0.0	53.0	0.0	0.0	20.0	9.0	41.0	0.0	0.0
"Streptomyces"	2176.0	2864.0	1786.0	3019.0	5788.0	4.0	3127.0	1506.0	6097.0	2785.0	3519.0
"Nocardiopsis"	66.0	73.0	15.0	42.0	197.0	0.0	51.0	17.0	56.0	46.0	201.0
"Herbidospora"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbispora"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microtetraspora"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nonomuraea"	0.0	61.0	23.0	85.0	166.0	0.0	26.0	10.0	70.0	46.0	0.0
"Sphaerisporangium"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptosporangium"	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"Allonocardiopsis"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinocorallia"	0.0	0.0	0.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Actinomadura"	0.0	51.0	12.0	95.0	152.0	0.0	24.0	9.0	0.0	0.0	105.0
"Atopobium"	85.0	0.0	0.0	21.0	154.0	0.0	0.0	11.0	0.0	0.0	0.0
"Olsenella"	698.0	25.0	0.0	81.0	612.0	0.0	11.0	263.0	229.0	374.0	791.0
"Collinsella"	0.0	28.0	0.0	0.0	0.0	0.0	20.0	30.0	20.0	0.0	0.0
"Senegalimassilia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
"Adlercreutzia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Arabia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	19.0	0.0	0.0
"Asaccharobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
"Denitrobacterium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Eggerthella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	21.0	0.0	0.0
"Enterorhabdus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
"Gordonibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0
"Paraeggerthella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
"Raoultibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
"Slackia"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	78.0	36.0	0.0	0.0
"Rubrobacter"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Conexibacter"	0.0	59.0	0.0	11.0	106.0	0.0	26.0	0.0	18.0	0.0	0.0
"Patulibacter"	0.0	0.0	0.0	17.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Solirubrobacter"	147.0	208.0	12.0	42.0	210.0	0.0	45.0	0.0	0.0	33.0	61.0
"Calothrix"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
"Fischerella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Nostoc"	150.0	213.0	21.0	18.0	243.0	0.0	53.0	37.0	35.0	57.0	140.0
"Scytonema"	0.0	229.0	0.0	0.0	0.0	0.0	0.0	6.0	18.0	0.0	0.0
"Tolypothrix"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chlorogloea"	0.0	0.0	0.0	0.0	95.0	0.0	23.0	0.0	0.0	0.0	110.0
"Microcystis"	0.0	50.0	10.0	15.0	97.0	0.0	52.0	22.0	100.0	36.0	0.0
"Oscillatoria"	0.0	0.0	0.0	0.0	0.0	0.0	24.0	10.0	37.0	0.0	0.0
"Phormidium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Synechocystis"	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0
"Synechococcus"	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Deinococcus"	164.0	94.0	836.0	19.0	248.0	0.0	17.0	18.0	21.0	104.0	441.0
"Meiothermus"	114.0	47.0	21.0	48.0	114.0	0.0	54.0	34.0	114.0	69.0	113.0
"Thermus"	261.0	40.0	19.0	0.0	0.0	1.0	0.0	83.0	51.0	65.0	170.0
"Anoxybacillus"	58.0	0.0	0.0	35.0	157.0	0.0	0.0	0.0	0.0	187.0	142.0
"Bacillus"	276.0	286.0	1021.0	5309.0	1975.0	0.0	209.0	221.0	336.0	392.0	406.0
"Geobacillus"	50.0	43.0	59.0	27.0	146.0	0.0	50.0	23.0	110.0	61.0	115.0
"Psychrobacillus"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Gemella"	0.0	0.0	0.0	0.0	95.0	0.0	0.0	23.0	0.0	0.0	74.0
"Exiguobacterium"	0.0	0.0	58.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Brochothrix"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0
"Brevibacillus"	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paenibacillus"	0.0	30.0	12.0	26.0	343.0	0.0	43.0	0.0	23.0	31.0	0.0
"Planococcus"	0.0	174.0	0.0	12.0	615.0	0.0	0.0	0.0	0.0	0.0	0.0
"Auricoccus"	174.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Jeotgalicoccus"	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nosocomiicoccus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1066.0	0.0	0.0
"Salinicoccus"	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Staphylococcus"	5981.0	1236.0	1315.0	358.0	1198.0	0.0	167.0	51.0	132.0	1131.0	2680.0
"Abiotrophia"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Aerococcus"	0.0	28.0	0.0	0.0	111.0	0.0	20.0	11.0	0.0	0.0	0.0
"Facklamia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
"Carnobacterium"	0.0	19.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Dolosigranulum"	61.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0
"Granulicatella"	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
"Trichococcus"	0.0	0.0	46.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterococcus"	4328.0	11877.0	12285.0	4984.0	4406.0	2.0	3209.0	531.0	16330.0	2643.0	21443.0
"Lactobacillus"	210.0	233.0	169.0	277.0	390.0	0.0	360.0	138.0	455.0	287.0	481.0
"Pediococcus"	0.0	0.0	0.0	0.0	0.0	0.0	23.0	6.0	0.0	0.0	0.0
"Leuconostoc"	125.0	0.0	27.0	33.0	0.0	0.0	16.0	0.0	0.0	516.0	0.0
"Weissella"	104.0	219.0	549.0	11.0	9992.0	0.0	1504.0	5703.0	260.0	1221.0	0.0
"Lactococcus"	135.0	0.0	17.0	80.0	102.0	0.0	147.0	12.0	0.0	30.0	426.0
"Streptococcus"	943.0	219.0	118.0	196.0	1892.0	1.0	373.0	88.0	87.0	527.0	2058.0
"Christensenella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0
"Clostridium"	76.0	71.0	54.0	15.0	161.0	0.0	85.0	41.0	132.0	51.0	103.0
"Mogibacterium"	0.0	0.0	0.0	0.0	192.0	0.0	0.0	142.0	35.0	0.0	0.0
"Levyella"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eubacterium"	83.0	0.0	12.0	19.0	153.0	0.0	204.0	21.0	33.0	40.0	0.0
"Pseudoramibacter"	0.0	0.0	0.0	0.0	0.0	0.0	66.0	746.0	193.0	110.0	0.0
"Anaerobium"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Blautia"	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"Catonella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Dorea"	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
"Lachnoanaerobaculum"	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lachnoclostridium"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Murimonas"	0.0	0.0	11.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Oribacterium"	0.0	0.0	0.0	0.0	141.0	0.0	0.0	16.0	0.0	0.0	0.0
"Desulfosporosinus"	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"Clostridioides"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
"Filifactor"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Peptoanaerobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
"Romboutsia"	0.0	26.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Anaeromassilibacillus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	377.0	0.0	0.0
"Faecalibacterium"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
"Ruminococcus"	0.0	37.0	15.0	0.0	0.0	0.0	66.0	9.0	0.0	33.0	0.0
"Eggerthia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
"Galactobacillus"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Solobacterium"	0.0	0.0	0.0	0.0	94.0	1.0	0.0	7.0	0.0	0.0	0.0
"Turicibacter"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Selenomonas"	127.0	0.0	0.0	0.0	1040.0	0.0	0.0	6.0	17.0	0.0	92.0
"Dialister"	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0
"Veillonella"	98.0	0.0	0.0	0.0	924.0	0.0	85.0	10.0	23.0	31.0	144.0
"Anaerococcus"	167.0	0.0	0.0	21.0	0.0	0.0	18.0	9.0	0.0	139.0	174.0
"Finegoldia"	85.0	0.0	0.0	37.0	0.0	0.0	0.0	10.0	0.0	131.0	86.0
"Parvimonas"	0.0	0.0	0.0	0.0	116.0	0.0	0.0	19.0	0.0	0.0	0.0
"Peptoniphilus"	131.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	74.0	69.0
"Anaerosalibacter"	908.0	878.0	0.0	1807.0	2225.0	0.0	10773.0	1005.0	82.0	7263.0	0.0
"Candidatus Methanomethylophilus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
"Methanobrevibacter"	0.0	20.0	0.0	14.0	0.0	0.0	24.0	439.0	41.0	303.0	81.0
"Halorussus"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Halorubrum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Methanosarcina"	47.0	0.0	0.0	84.0	0.0	0.0	60.0	0.0	29.0	0.0	0.0
"Methanothrix"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
"Homo"	2462.0	870.0	491.0	329.0	4087.0	0.0	474.0	164.0	409.0	2246.0	7534.0
