#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Acidobacterium"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Terriglobus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
"Geothrix"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Luteitalea"	0.0	57.0	0.0	0.0	0.0	1.0	22.0	0.0	0.0	0.0	0.0
"Salinibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Bacteroides"	89.0	90.0	28.0	21.0	319.0	0.0	74.0	24.0	50.0	49.0	92.0
"Phocaeicola"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	475.0	163.0	0.0	0.0
"Dysgonomonas"	0.0	0.0	0.0	15.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Porphyromonas"	127.0	35.0	0.0	16.0	847.0	0.0	11.0	26.0	90.0	77.0	159.0
"Alloprevotella"	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0
"Prevotella"	659.0	144.0	43.0	65.0	4164.0	0.0	56.0	24.0	49.0	204.0	528.0
"Alistipes"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Parabacteroides"	0.0	19.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Tannerella"	0.0	0.0	0.0	17.0	1438.0	0.0	15.0	288.0	315.0	72.0	140.0
"Arachidicoccus"	60.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Asinibacterium"	2164.0	60.0	284.0	0.0	178.0	0.0	34.0	15.0	36.0	294.0	1521.0
"Chitinophaga"	164.0	38.0	24.0	0.0	115.0	0.0	13.0	6.0	52.0	36.0	143.0
"Filimonas"	117.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	95.0
"Flavisolibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
"Hydrotalea"	3428.0	0.0	351.0	0.0	0.0	0.0	0.0	0.0	38.0	40.0	2152.0
"Niabella"	60.0	0.0	14.0	0.0	0.0	0.0	13.0	0.0	18.0	0.0	0.0
"Niastella"	56.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Sediminibacterium"	249.0	49.0	29.0	0.0	166.0	0.0	14.0	16.0	81.0	72.0	235.0
"Segetibacter"	46.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Taibaiella"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Terrimonas"	90.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
"Algoriphagus"	0.0	39.0	0.0	0.0	171.0	0.0	21.0	0.0	44.0	0.0	0.0
"Belliella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
"Arcicella"	0.0	0.0	0.0	0.0	167.0	0.0	0.0	9.0	40.0	0.0	0.0
"Cytophaga"	0.0	42.0	0.0	0.0	1667.0	0.0	14.0	0.0	0.0	0.0	0.0
"Dyadobacter"	0.0	0.0	0.0	0.0	0.0	1.0	25.0	8.0	0.0	0.0	0.0
"Emticicia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
"Flexibacter"	0.0	0.0	0.0	0.0	0.0	0.0	24.0	13.0	40.0	0.0	0.0
"Ohtaekwangia"	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Runella"	164.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	203.0
"Spirosoma"	127.0	0.0	10.0	0.0	165.0	0.0	36.0	0.0	0.0	34.0	195.0
"Sporocytophaga"	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	29.0	0.0	0.0
"Hymenobacter"	147.0	39.0	19.0	45.0	844.0	0.0	72.0	19.0	43.0	88.0	200.0
"Pontibacter"	0.0	19.0	0.0	11.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Rufibacter"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fluviicola"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Algibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Aquimarina"	0.0	34.0	0.0	0.0	0.0	0.0	15.0	8.0	37.0	0.0	0.0
"Bizionia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
"Capnocytophaga"	109.0	25.0	0.0	19.0	328.0	0.0	10.0	27.0	20.0	0.0	128.0
"Cellulophaga"	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
"Chryseobacterium"	209.0	116.0	36.0	56.0	519.0	0.0	148.0	33.0	99.0	123.0	446.0
"Cloacibacterium"	257.0	41.0	0.0	32.0	552.0	0.0	16.0	21.0	72.0	56.0	473.0
"Elizabethkingia"	110.0	46.0	25.0	103.0	0.0	0.0	38.0	8.0	100.0	32.0	153.0
"Flavivirga"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Flavobacterium"	2285.0	3965.0	169.0	135.0	7137.0	2.0	3675.0	1817.0	6725.0	3066.0	632.0
"Formosa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	0.0	0.0
"Lacinutrix"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
"Lutibacter"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	13.0	44.0	0.0	0.0
"Maribacter"	0.0	0.0	0.0	0.0	0.0	0.0	28.0	8.0	42.0	0.0	0.0
"Mesonia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
"Myroides"	0.0	19.0	0.0	0.0	0.0	0.0	10.0	12.0	44.0	0.0	0.0
"Olleya"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	42.0	0.0	0.0
"Polaribacter"	0.0	68.0	0.0	0.0	108.0	0.0	30.0	15.0	67.0	35.0	0.0
"Psychroflexus"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0
"Tenacibaculum"	145.0	218.0	337.0	75.0	334.0	0.0	186.0	115.0	567.0	170.0	70.0
"Wenyingzhuangia"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Winogradskyella"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	6.0	24.0	0.0	0.0
"Mucilaginibacter"	1078.0	28.0	219.0	0.0	124.0	0.0	120.0	18.0	33.0	89.0	1148.0
"Pedobacter"	358.0	106.0	69.0	33.0	517.0	0.0	93.0	31.0	114.0	142.0	565.0
"Sphingobacterium"	49.0	35.0	0.0	0.0	0.0	0.0	28.0	26.0	17.0	66.0	285.0
"Candidatus Kryptobacter"	0.0	0.0	0.0	0.0	0.0	0.0	117.0	16.0	45.0	39.0	0.0
"Candidatus Kryptonium"	2341.0	777.0	1388.0	327.0	1210.0	0.0	5633.0	382.0	3637.0	942.0	1195.0
"Gemmatirosa"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Fusobacterium"	55.0	0.0	0.0	0.0	434.0	0.0	0.0	23.0	0.0	37.0	77.0
"Leptotrichia"	0.0	0.0	0.0	0.0	702.0	0.0	11.0	0.0	0.0	52.0	63.0
"Streptobacillus"	63.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	44.0	70.0
"Nitrospira"	179.0	78.0	31.0	74.0	132.0	0.0	25.0	12.0	65.0	187.0	291.0
"Phreatobacter"	852.0	120.0	68.0	38.0	3056.0	0.0	150.0	45.0	247.0	771.0	1365.0
"Polymorphum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	65.0
"Asticcacaulis"	291.0	44.0	15.0	9.0	157.0	0.0	0.0	0.0	87.0	30.0	85.0
"Brevundimonas"	2432.0	748.0	647.0	108.0	1847.0	0.0	230.0	195.0	312.0	1987.0	3336.0
"Caulobacter"	1536.0	423.0	223.0	115.0	2881.0	1.0	275.0	130.0	285.0	649.0	1165.0
"Phenylobacterium"	279.0	128.0	25.0	51.0	275.0	0.0	66.0	25.0	130.0	156.0	188.0
"Parvularcula"	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
"Candidatus Pelagibacter"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Aurantimonas"	0.0	0.0	0.0	0.0	156.0	0.0	11.0	0.0	0.0	0.0	0.0
"Aureimonas"	55.0	26.0	13.0	0.0	299.0	0.0	0.0	0.0	25.0	29.0	69.0
"Martelella"	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bartonella"	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
"Methylovirgula"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0
"Rhodoblastus"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Afipia"	2270.0	684.0	246.0	334.0	1063.0	0.0	195.0	51.0	269.0	1217.0	3107.0
"Bosea"	5923.0	439.0	81.0	47.0	835.0	0.0	76.0	49.0	109.0	5771.0	10316.0
"Bradyrhizobium"	45833.0	2606.0	2894.0	1196.0	3815.0	1.0	2712.0	308.0	1602.0	20689.0	46423.0
"Nitrobacter"	215.0	86.0	16.0	15.0	0.0	0.0	21.0	0.0	18.0	93.0	188.0
"Oligotropha"	191.0	29.0	31.0	17.0	0.0	0.0	0.0	0.0	0.0	195.0	109.0
"Rhodopseudomonas"	1185.0	207.0	81.0	78.0	480.0	1.0	117.0	48.0	155.0	720.0	1149.0
"Tardiphaga"	521.0	151.0	34.0	46.0	135.0	0.0	47.0	27.0	47.0	293.0	451.0
"Variibacter"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brucella"	920.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	834.0	1529.0
"Mycoplana"	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	176.0
"Ochrobactrum"	13371.0	81.0	74.0	23.0	0.0	0.0	27.0	0.0	58.0	13328.0	24516.0
"Pseudochrobactrum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	99.0
"Chelatococcus"	145.0	30.0	12.0	0.0	104.0	0.0	10.0	7.0	0.0	93.0	180.0
"Devosia"	373.0	134.0	55.0	33.0	1206.0	0.0	149.0	27.0	67.0	328.0	676.0
"Hyphomicrobium"	721.0	67.0	510.0	16.0	248.0	0.0	32.0	13.0	51.0	783.0	1399.0
"Pelagibacterium"	72.0	21.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	32.0	0.0
"Rhodoplanes"	221.0	135.0	49.0	11.0	198.0	0.0	29.0	7.0	22.0	139.0	235.0
"Methylobacterium"	5973.0	1954.0	1057.0	1827.0	3958.0	0.0	1971.0	575.0	2691.0	3511.0	7400.0
"Methylorubrum"	698.0	103.0	39.0	595.0	566.0	0.0	130.0	30.0	180.0	495.0	1358.0
"Microvirga"	137.0	175.0	14.0	0.0	295.0	0.0	56.0	10.0	0.0	86.0	173.0
"Methylocystis"	60.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	116.0
"Methylosinus"	0.0	26.0	17.0	27.0	0.0	0.0	10.0	0.0	56.0	29.0	0.0
"Pleomorphomonas"	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aminobacter"	147.0	54.0	15.0	11.0	119.0	0.0	19.0	13.0	26.0	115.0	198.0
"Aquamicrobium"	114.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.0	202.0
"Chelativorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
"Hoeflea"	60.0	81.0	25.0	10.0	129.0	0.0	21.0	0.0	34.0	62.0	139.0
"Mesorhizobium"	4937.0	1806.0	805.0	306.0	7289.0	0.0	815.0	833.0	24901.0	1895.0	5434.0
"Nitratireductor"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
"Phyllobacterium"	76.0	0.0	62.0	37.0	0.0	0.0	38.0	54.0	42.0	97.0	121.0
"Pseudaminobacter"	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	66.0
"Kaistia"	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	77.0
"Agrobacterium"	558.0	130.0	27.0	12.0	276.0	0.0	27.0	32.0	59.0	646.0	828.0
"Neorhizobium"	46.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	49.0	88.0
"Rhizobium"	2153.0	397.0	183.0	82.0	1247.0	0.0	261.0	149.0	281.0	2023.0	3466.0
"Shinella"	4157.0	44.0	14.0	0.0	104.0	0.0	20.0	10.0	0.0	4220.0	7246.0
"Ensifer"	373.0	73.0	0.0	14.0	124.0	0.0	20.0	8.0	0.0	435.0	764.0
"Sinorhizobium"	1747.0	104.0	32.0	122.0	308.0	0.0	87.0	20.0	69.0	2433.0	2725.0
"Pseudorhodoplanes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
"Roseiarcus"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Azorhizobium"	91.0	23.0	0.0	13.0	207.0	0.0	0.0	0.0	0.0	44.0	83.0
"Pseudolabrys"	164.0	52.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	119.0
"Starkeya"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
"Xanthobacter"	88.0	20.0	13.0	0.0	0.0	0.0	0.0	6.0	26.0	50.0	67.0
"Hyphomonas"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Albimonas"	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brevirhabdus"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Celeribacter"	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cereibacter"	0.0	51.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Confluentimicrobium"	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Defluviimonas"	0.0	47.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Gemmobacter"	56.0	135.0	0.0	0.0	241.0	0.0	15.0	15.0	0.0	55.0	111.0
"Jannaschia"	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ketogulonicigenium"	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Labrenzia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0
"Leisingera"	0.0	50.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Limimaricola"	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Loktanella"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Oceanicella"	0.0	83.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Oceanicola"	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pannonibacter"	222.0	29.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	141.0	297.0
"Paracoccus"	2132.0	48674.0	227.0	49.0	1605.0	0.0	88.0	51.0	40.0	947.0	3515.0
"Pelagibaca"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Phaeobacter"	0.0	21.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudooceanicola"	0.0	63.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Rhodobacter"	136.0	414.0	17.0	12.0	333.0	0.0	39.0	23.0	61.0	107.0	322.0
"Rhodovulum"	0.0	129.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	119.0
"Roseicyclus"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseinatronobacter"	0.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseivivax"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Roseovarius"	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rubellimicrobium"	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ruegeria"	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Salipiger"	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
"Stappia"	0.0	115.0	0.0	12.0	98.0	0.0	15.0	0.0	0.0	0.0	0.0
"Sulfitobacter"	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thioclava"	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tropicimonas"	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Wenxinia"	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Yangia"	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acetobacter"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acidibrevibacterium"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Acidiphilium"	0.0	46.0	146.0	92.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0
"Acidisphaera"	0.0	26.0	28.0	12.0	0.0	0.0	23.0	0.0	0.0	38.0	0.0
"Belnapia"	133.0	32.0	17.0	9.0	254.0	0.0	65.0	12.0	0.0	128.0	158.0
"Gluconacetobacter"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Komagataeibacter"	0.0	0.0	0.0	10.0	0.0	0.0	15.0	0.0	0.0	30.0	0.0
"Rhodopila"	80.0	19.0	10.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	90.0
"Roseomonas"	369.0	79.0	67.0	27.0	397.0	0.0	80.0	15.0	39.0	360.0	529.0
"Rubritepida"	44.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0
"Azospirillum"	202.0	111.0	58.0	35.0	249.0	0.0	38.0	26.0	37.0	139.0	317.0
"Inquilinus"	0.0	26.0	18.0	0.0	0.0	0.0	38.0	8.0	0.0	34.0	62.0
"Magnetospirillum"	0.0	19.0	0.0	0.0	322.0	0.0	10.0	0.0	23.0	0.0	0.0
"Niveispirillum"	0.0	0.0	0.0	0.0	0.0	0.0	58.0	14.0	0.0	0.0	0.0
"Tistlia"	0.0	23.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Enhydrobacter"	167.0	65.0	35.0	9.0	0.0	1.0	0.0	0.0	0.0	44.0	225.0
"Reyranella"	370.0	72.0	108.0	9.0	138.0	0.0	16.0	7.0	41.0	95.0	300.0
"Anaplasma"	85.0	26.0	59.0	113.0	0.0	0.0	105.0	15.0	97.0	176.0	0.0
"Rickettsia"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Altererythrobacter"	161.0	149.0	27.0	0.0	223.0	0.0	74.0	28.0	0.0	82.0	175.0
"Croceicoccus"	0.0	39.0	13.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erythrobacter"	70.0	230.0	17.0	9.0	229.0	0.0	37.0	16.0	42.0	40.0	133.0
"Porphyrobacter"	329.0	194.0	45.0	16.0	340.0	0.0	65.0	36.0	79.0	276.0	425.0
"Blastomonas"	494.0	87.0	50.0	40.0	215.0	0.0	27.0	11.0	65.0	220.0	527.0
"Citromicrobium"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Hephaestia"	179.0	23.0	14.0	13.0	0.0	0.0	12.0	6.0	22.0	115.0	248.0
"Novosphingobium"	633.0	1091.0	96.0	113.0	1249.0	0.0	304.0	97.0	194.0	330.0	634.0
"Rhizorhabdus"	111.0	19.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	107.0
"Sphingobium"	1279.0	586.0	207.0	113.0	1110.0	0.0	227.0	152.0	211.0	431.0	1238.0
"Sphingomonas"	36126.0	4270.0	4952.0	543.0	6583.0	0.0	1135.0	365.0	840.0	3961.0	29419.0
"Sphingopyxis"	605.0	357.0	172.0	94.0	718.0	0.0	111.0	44.0	130.0	224.0	642.0
"Sphingorhabdus"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingosinicella"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Candidatus Accumulibacter"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Achromobacter"	7918.0	210.0	396.0	144.0	677.0	0.0	210.0	104.0	208.0	6407.0	12923.0
"Alcaligenes"	903.0	0.0	16.0	16.0	0.0	0.0	0.0	0.0	21.0	703.0	1457.0
"Azohydromonas"	79.0	24.0	0.0	10.0	206.0	0.0	0.0	6.0	0.0	52.0	162.0
"Bordetella"	301.0	114.0	31.0	41.0	445.0	0.0	70.0	17.0	84.0	200.0	584.0
"Castellaniella"	0.0	0.0	26.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Derxia"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Eoetvoesia"	101.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	127.0	222.0
"Pusillimonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Burkholderia"	1340.0	4756.0	186.0	18024.0	128644.0	1.0	889.0	604.0	1574.0	1508.0	17047.0
"Chitinimonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	34.0	0.0
"Cupriavidus"	1156.0	441.0	75.0	246.0	2094.0	0.0	271.0	70.0	254.0	930.0	1920.0
"Lautropia"	44.0	19.0	0.0	17.0	346.0	0.0	0.0	8.0	0.0	0.0	0.0
"Pandoraea"	135.0	51.0	52.0	109.0	947.0	0.0	26.0	37.0	65.0	141.0	339.0
"Paraburkholderia"	1287.0	1121.0	195.0	2067.0	12666.0	0.0	478.0	333.0	818.0	1020.0	2853.0
"Polynucleobacter"	534.0	664.0	18.0	13.0	1452.0	0.0	84.0	139.0	192.0	423.0	891.0
"Ralstonia"	10460.0	1476.0	1549.0	155.0	5216.0	0.0	159.0	510.0	325.0	1088.0	9046.0
"Trinickia"	0.0	0.0	0.0	29.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aquabacterium"	393.0	136.0	85.0	48.0	621.0	0.0	93.0	24.0	83.0	104.0	517.0
"Aquincola"	88.0	27.0	0.0	25.0	226.0	0.0	19.0	77.0	17.0	127.0	136.0
"Ideonella"	84.0	49.0	0.0	11.0	407.0	0.0	26.0	14.0	64.0	57.0	198.0
"Leptothrix"	62.0	35.0	0.0	32.0	380.0	0.0	25.0	0.0	26.0	0.0	87.0
"Methylibium"	200.0	115.0	22.0	47.0	643.0	0.0	41.0	13.0	54.0	93.0	276.0
"Mitsuaria"	108.0	24.0	0.0	22.0	220.0	0.0	10.0	7.0	31.0	90.0	105.0
"Paucibacter"	58.0	61.0	0.0	0.0	380.0	0.0	82.0	14.0	44.0	38.0	81.0
"Piscinibacter"	137.0	50.0	17.0	27.0	375.0	0.0	39.0	7.0	25.0	60.0	264.0
"Rhizobacter"	249.0	120.0	27.0	72.0	863.0	0.0	74.0	30.0	65.0	113.0	383.0
"Roseateles"	119.0	37.0	14.0	24.0	234.0	0.0	30.0	0.0	40.0	50.0	157.0
"Rubrivivax"	66.0	30.0	0.0	14.0	220.0	0.0	15.0	0.0	23.0	33.0	107.0
"Sphaerotilus"	111.0	45.0	15.0	27.0	925.0	0.0	44.0	8.0	35.0	49.0	237.0
"Tepidimonas"	95.0	0.0	0.0	0.0	179.0	0.0	0.0	18.0	0.0	98.0	195.0
"Thiomonas"	279.0	42.0	18.0	19.0	163.0	0.0	23.0	15.0	0.0	113.0	252.0
"Xylophilus"	73.0	24.0	0.0	11.0	118.0	0.0	30.0	0.0	0.0	33.0	161.0
"Acidovorax"	3412.0	1070.0	179.0	686.0	10313.0	0.0	1025.0	332.0	1544.0	2679.0	6578.0
"Alicycliphilus"	101.0	21.0	13.0	32.0	113.0	0.0	32.0	0.0	0.0	83.0	285.0
"Brachymonas"	0.0	0.0	0.0	14.0	0.0	0.0	26.0	0.0	23.0	0.0	125.0
"Caenimonas"	0.0	0.0	0.0	24.0	0.0	0.0	10.0	0.0	0.0	0.0	77.0
"Caldimonas"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
"Comamonas"	2520.0	486.0	208.0	119.0	1735.0	0.0	131.0	93.0	126.0	1651.0	3034.0
"Curvibacter"	5118.0	880.0	433.0	1299.0	15606.0	0.0	707.0	93.0	309.0	946.0	9709.0
"Delftia"	38644.0	132.0	133.0	118.0	646.0	0.0	110.0	30.0	155.0	33223.0	58356.0
"Diaphorobacter"	46.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	30.0	115.0
"Extensimonas"	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	194.0
"Giesbergeria"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Hydrogenophaga"	533.0	149.0	50.0	168.0	882.0	0.0	192.0	46.0	104.0	334.0	1332.0
"Hylemonella"	150.0	19.0	11.0	116.0	108.0	0.0	48.0	7.0	23.0	70.0	667.0
"Limnohabitans"	524.0	1168.0	27.0	28.0	1819.0	0.0	225.0	107.0	454.0	443.0	668.0
"Macromonas"	92.0	32.0	0.0	70.0	130.0	0.0	32.0	8.0	19.0	69.0	295.0
"Melaminivora"	168.0	24.0	0.0	9.0	178.0	0.0	25.0	0.0	0.0	99.0	253.0
"Ottowia"	65.0	29.0	0.0	92.0	169.0	0.0	29.0	20.0	36.0	38.0	432.0
"Pelomonas"	3824.0	515.0	388.0	396.0	7983.0	0.0	312.0	79.0	328.0	364.0	3972.0
"Polaromonas"	231.0	183.0	17.0	93.0	825.0	0.0	125.0	35.0	120.0	127.0	712.0
"Pseudacidovorax"	93.0	0.0	10.0	18.0	96.0	0.0	21.0	0.0	0.0	69.0	246.0
"Pseudorhodoferax"	5232.0	55.0	18.0	75.0	347.0	0.0	61.0	17.0	43.0	4607.0	8743.0
"Pulveribacter"	0.0	0.0	0.0	20.0	0.0	0.0	21.0	0.0	0.0	0.0	129.0
